,cuisine,id,ingredient_list
2788,indian,5855,"zucchini, cumin seed, canola oil, salt, onions, brown mustard seeds, diced tomatoes in juice, ground coriander, serrano chile"
2789,indian,49603,"tumeric, vegetable oil, green beans, curry leaves, fenugreek, tamarind paste, red chili peppers, yellow lentils, asafoetida, shallots, black mustard seeds"
2790,indian,26686,"tomatoes, honey, butter, cardamom, clove, red chili powder, yoghurt, ginger, masala, fenugreek leaves, garam masala, lemon, cinnamon sticks, tomato paste, cream, boneless chicken, garlic"
2791,indian,12145,"olive oil, cayenne pepper, ground cumin, ground cinnamon, ground black pepper, ground coriander, brown sugar, salt, lemon juice, garam masala, chickpeas"
2792,indian,46666,"petite peas, water, ground turmeric, dry roasted peanuts, basmati rice, salt"
2793,indian,11502,"garam masala, garlic cloves, tumeric, salt, onions, tomatoes, ginger, chillies, fresh coriander, free range egg"
2794,indian,33405,"milk, all-purpose flour, vegetable shortening, baking powder, water, salt"
2795,indian,15084,"vegetable oil, onions, curry powder, carrots, peeled deveined shrimp, salt, serrano chile, fresh ginger, coconut milk"
2796,indian,14335,unsalted butter
2797,indian,42439,"cauliflower, lime, potatoes, salt, frozen peas, water, salted butter, garlic, chopped cilantro, masala, crushed tomatoes, unsalted butter, purple onion, onions, ginger paste, green bell pepper, olive oil, sourdough rolls, carrots, ground turmeric"
2798,indian,34963,"tumeric, vegetable oil, black pepper, cumin seed, ground cloves, salt, ground ginger, potatoes"
2799,indian,43847,"tomatoes, chili powder, green cardamom, garam masala, paneer, onions, cream, butter, oil, coriander powder, salt, methi"
2800,indian,26026,"curry powder, ground black pepper, salt, sea scallops, vegetable oil, mayonaise, panko, dry mustard, large egg yolks, green onions, chopped cilantro fresh"
2801,indian,43826,"kosher salt, fresh ginger root, sweet potatoes, scallions, chopped cilantro fresh, lime, ground black pepper, extra-virgin olive oil, bay leaf, curry powder, garam masala, tamari almonds, garlic cloves, dried lentils, swiss chard, jalapeno chilies, vegetable broth, onions"
2802,indian,1252,"serrano chilies, water, ginger, cumin seed, cashew nuts, chickpea flour, toasted cashews, garam masala, salt, coconut milk, tumeric, fresh cilantro, peas, carrots, ground cumin, tomatoes, black pepper, russet potatoes, yellow onion, coriander"
2803,indian,33419,"garlic paste, chili powder, cardamom pods, cinnamon sticks, ginger paste, clove, garam masala, cayenne pepper, lemon juice, chopped cilantro fresh, tomato purée, unsalted butter, green chilies, greek yogurt, chicken, honey, salt, mustard oil, peppercorns"
2804,indian,23325,"curry powder, garlic, onions, pepper, raisins, corn starch, shredded coconut, sweet potatoes, rice, sliced green onions, chicken bouillon granules, peanuts, salt, boneless skinless chicken breast halves"
2805,indian,10956,"yoghurt, water, ghee, sugar, salt, active dry yeast, bread flour"
2806,indian,5315,"butternut squash, chickpeas, mild curry paste, fat free greek yogurt, brown basmati rice, tomatoes, vegetable stock, coriander, olive oil, purple onion"
2807,indian,11845,"fresh cilantro, green chile, light coconut milk, lime, coconut"
2808,indian,22368,"seeds, cumin, tumeric, salt, moong dal, oil, mustard, chili powder"
2809,indian,1924,"chicken stock, parsnips, garlic, cumin seed, ground turmeric, red chili powder, fresh ginger root, dill, ghee, clove, fresh tomatoes, spices, green chilies, onions, spinach leaves, leaves, salt, leg of lamb"
2810,indian,31830,"sesame seeds, chile pepper, cilantro leaves, coconut milk, fresh ginger root, garlic, ground coriander, kalonji, tomato purée, chili powder, salt, cumin seed, ground turmeric, eggplant, vegetable oil, fenugreek seeds, onions"
2811,indian,25663,"pepper, salt, ground cumin, olive oil, lemon juice, cooking spray, chutney, minced garlic, lamb loin chops"
2812,indian,26381,"serrano chilies, cumin seed, coriander, ginger, mustard seeds, grated coconut, lemon juice, salt, onions"
2813,indian,2006,"ground black pepper, cilantro leaves, garlic cloves, fresh ginger, vegetable oil, ground coriander, ground turmeric, tomatoes, chana dal, green chilies, onions, garam masala, salt, cumin seed"
2814,indian,24162,"salt, clarified butter, baking yeast, water, bread flour"
2815,indian,2105,"curry powder, onions, kosher salt, garlic, large shrimp, fresh basil, olive oil, long grain white rice, pepper, carrots"
2816,indian,10424,"large eggs, salt, cilantro, green chilies, butter, yellow onion, medium tomatoes, garlic, ground cumin"
2817,indian,16346,"pepper, vegetable oil, corn starch, boneless skinless chicken breast halves, curry powder, salt, cooking sherry, ground ginger, beef bouillon, creamy peanut butter, onions, water, garlic, coconut milk"
2818,indian,24323,"vegetable oil, light coconut milk, chopped cilantro, water, cilantro, lamb, onions, cauliflower, diced tomatoes, salt, curry paste, agave nectar, ginger, garlic puree"
2819,indian,6653,"canola, rice, red bell pepper, skim milk, salt, fresh lemon juice, cooked chicken breasts, vegetable oil cooking spray, cilantro, chopped onion, frozen peas, curry powder, all-purpose flour, carrots"
2820,indian,5106,"red chili peppers, salt, onions, potatoes, cumin seed, garam masala, cilantro leaves, ground turmeric, curry leaves, chili powder, oil"
2821,indian,28613,"tumeric, potatoes, ground coriander, coriander, chopped tomatoes, garlic, chillies, water, ginger, mustard seeds, cumin, garam masala, chickpeas, onions"
2822,indian,4821,"hot red pepper flakes, coconut, vegetable oil, ground cumin, minced garlic, sweet potatoes, cayenne pepper, green chile, water, brown mustard seeds, ground turmeric, fresh curry leaves, kidney beans, salt"
2823,indian,20812,"crushed tomatoes, jalapeno chilies, cilantro leaves, ground cumin, sugar, garam masala, heavy cream, ground coriander, boneless chicken skinless thigh, nonfat plain greek yogurt, salt, garlic cloves, diced onions, fresh ginger, butter, cayenne pepper"
2824,indian,16834,"paprika, onions, garam masala, cayenne pepper, plain whole-milk yogurt, chicken breast halves, ground cardamom, ground cumin, tumeric, salt, chicken thighs"
2825,indian,35130,"boneless chicken skinless thigh, garam masala, cayenne pepper, ground cardamom, plain low-fat yogurt, fresh ginger, heavy cream, freshly ground pepper, ground turmeric, chile powder, peeled tomatoes, vegetable oil, ground coriander, onions, sugar, almonds, salt, garlic cloves, ground cumin"
2826,indian,24935,"light coconut milk, tumeric, salt, red lentils, garlic, water"
2827,indian,11748,"kosher salt, ground black pepper, ground turmeric, olive oil, ginger, curry powder, florets, lime zest, coriander seeds, cumin seed"
2828,indian,18266,"black peppercorns, garlic, cinnamon sticks, white vinegar, chile pepper, boneless pork loin, boiling water, fresh ginger root, salt, onions, clove, vegetable oil, cumin seed, ground turmeric"
2829,indian,794,"potatoes, cumin seed, ground turmeric, fresh curry leaves, salt, asafoetida powder, fresh spinach, ground red pepper, mustard seeds, ground cumin, water, peanut oil, dried red chile peppers"
2830,indian,9102,"garam masala, crushed red pepper, ground cumin, honey, ginger, onions, cream, sweet potatoes, chickpeas, olive oil, garlic, ground turmeric"
2831,indian,43353,"vegetable oil, pappadams"
2832,indian,14590,"sugar, white poppy seeds, cardamom pods, onions, fresh ginger, lamb shoulder, hot water, red chili peppers, bay leaves, garlic cloves, unsalted butter, salt, cinnamon sticks"
2833,indian,34933,"fennel seeds, groundnut, yoghurt, green chilies, ginger root, creamed coconut, coriander seeds, salt, cumin seed, ground turmeric, tomatoes, lime, garlic, cardamom pods, onions, black pepper, fenugreek, cilantro leaves, chuck steaks"
2834,indian,29081,"water, butter, cumin seed, whole wheat flour, salt, olive oil, red pepper flakes, spinach, flour, all-purpose flour"
2835,indian,18389,"clove, cilantro leaves, ghee, cinnamon, jeera, water, cardamom, basmati rice, salt, bay leaf"
2836,indian,40953,"serrano peppers, cilantro leaves, vegetable oil, cooked white rice, chili powder, black mustard seeds, kosher salt, garlic, ground turmeric"
2837,indian,24131,"tumeric, curry powder, yellow bell pepper, cilantro leaves, yellow mustard seeds, yukon gold potatoes, garlic, cumin seed, yellow summer squash, corn kernels, cauliflower florets, yellow onion, chicken broth, water, butter, salt, carrots"
2838,indian,13949,"green cardamom pods, curry powder, chicken breasts, red curry paste, ginger root, coconut oil, garam masala, green peas, cumin seed, ground turmeric, tomato paste, fresh cilantro, brown rice, fenugreek seeds, coconut milk, cauliflower, plain yogurt, cayenne, salt, lemon juice, raita"
2839,indian,14383,"ground ginger, salt and ground black pepper, diced tomatoes, ground coriander, onions, chicken bouillon, new potatoes, all-purpose flour, corn starch, water, chili powder, cardamom pods, sour cream, lamb shanks, ground nutmeg, button mushrooms, carrots"
2840,indian,40773,"water, peeled fresh ginger, garlic cloves, plum tomatoes, fat free yogurt, sweet potatoes, ground coriander, basmati rice, roasted cashews, cooking spray, chopped onion, chopped cilantro, chile paste with garlic, garam masala, salt, coconut milk"
2841,indian,3173,"chicken broth, potatoes, curry, lemon juice, onions, ground cumin, ground cloves, apples, cardamom, coconut milk, ground turmeric, ground cinnamon, chile pepper, ground coriander, carrots, chopped cilantro fresh, fresh ginger, garlic, tamarind concentrate, ghee, dhal"
2842,indian,40301,"tomatoes, crushed garlic, salt, onions, fresh spinach, ginger, cumin seed, red chili powder, heavy cream, ground coriander, ground cumin, garam masala, paneer, oil"
2843,indian,46919,"melted butter, garlic, yeast, kosher salt, all-purpose flour, warm water, salt, cilantro, greek yogurt"
2844,indian,23655,"tomatoes, garam masala, garlic, onions, green chile, vegetable oil, chickpeas, tomato paste, ground cloves, coarse salt, ground coriander, ground cinnamon, peeled fresh ginger, cayenne pepper, ground cumin"
2845,indian,10236,"vegetable oil, pappadams"
2846,indian,32591,"butter, sweet paprika, chopped garlic, bay leaves, ginger, ground cardamom, ground cumin, whole milk yoghurt, poppy seeds, ground coriander, chicken, hot pepper, chopped onion, ground turmeric"
2847,indian,43224,"white sugar, pistachio nuts, chickpea flour, clarified butter, cashew nuts"
2848,indian,6614,"rice noodles, brown lentils, flaked coconut, roasted peanuts, fresh cilantro, salt, dried red chile peppers, water, vegetable oil, black mustard seeds"
2849,indian,33304,"baking powder, oil, salt, semolina, wheat flour"
2850,indian,42157,"fenugreek leaves, water, coriander powder, salt, mustard seeds, onions, clove, asafoetida, amchur, star anise, green chilies, bay leaf, tomatoes, red chili peppers, garam masala, garlic, cumin seed, ghee, red chili powder, pigeon peas, ginger, cilantro leaves, cinnamon sticks, ground turmeric"
2851,indian,30723,"sugar, vegetable oil, salt, red bell pepper, dried basil, sweetened coconut flakes, fresh lemon juice, curry powder, diced tomatoes, all-purpose flour, large shrimp, cooked rice, shallots, light coconut milk, low salt chicken broth"
2852,indian,49444,"cheddar cheese, olive oil, yoghurt, all-purpose flour, thyme, dough, pepper, reduced fat milk, purple onion, kale leaves, broth, nutmeg, active dry yeast, sweet potatoes, salt, carrots, sugar, whole wheat flour, butter, broccoli, onions"
2853,indian,1753,"runny honey, garam masala, smoked paprika, boneless chicken skinless thigh, salt, lemon"
2854,indian,14720,"water, olive oil, cilantro leaves, cumin, celery ribs, crushed tomatoes, sea salt, brown lentils, curry powder, fresh ginger, yellow onion, plain yogurt, lime, garlic, coconut milk"
2855,indian,5636,"fresh ginger, ground coriander, tumeric, crushed red pepper flakes, saffron, whole cloves, cumin seed, black peppercorns, cinnamon, cardamom"
2856,indian,4364,"fresh ginger, rice flour, curry powder, salt, chopped cilantro fresh, tomatoes, garbanzo beans, onions, olive oil, cumin seed"
2857,indian,10888,"pepper, diced tomatoes, salt, carrots, cumin, garam masala, cauliflower florets, garlic cloves, coriander, olive oil, ginger, chickpeas, onions, tumeric, broccoli florets, vegetable broth, lemon juice, chopped cilantro fresh"
2858,indian,48263,"red chili powder, vegetable stock, green chilies, onions, chopped tomatoes, star anise, cinnamon sticks, basmati rice, garlic paste, spices, oil, shahi jeera, clove, mint leaves, green cardamom, bay leaf, ground turmeric"
2859,indian,30305,"seasoning, coriander powder, onions, curry powder, salt, canola oil, garam masala, chickpeas, water, beef bouillon, cumin"
2860,indian,45639,"minced ginger, heavy cream, onions, minced garlic, garam masala, salt, ground turmeric, tomato paste, honey, lamb shoulder, chopped cilantro fresh, water, butter, cayenne pepper"
2861,indian,28617,"vegetable oil, onions, green chilies, salt, potatoes, wheat flour"
2862,indian,6269,"cheese, whole milk, lemon juice"
2863,indian,46946,"olive oil, ginger, onions, tofu, garam masala, garlic cloves, curry powder, vegetable stock, mustard seeds, frozen spinach, garlic powder, salt"
2864,indian,38657,"saffron threads, roasted cashews, cayenne, raisins, grated nutmeg, cinnamon sticks, basmati rice, ground cumin, clove, fresh ginger, spices, lamb shoulder, lamb, cashew nuts, ground turmeric, green cardamom pods, milk, unsalted butter, canned tomatoes, rice, onions, nuts, low-fat plain yogurt, ground black pepper, large garlic cloves, salt, ground coriander, serrano chile, canola oil"
2865,indian,17252,"fat free yogurt, garam masala, garlic, canola oil, fresh cilantro, chili powder, onions, crushed tomatoes, boneless chicken breast, salt, tumeric, fresh ginger, 1% low-fat milk, cumin"
2866,indian,16507,"ground black pepper, sea salt, ground cumin, nonfat plain greek yogurt, fresh mint, zucchini, fresh lemon juice, olive oil, tandoori seasoning, center-cut salmon fillet"
2867,indian,18679,"brown sugar, salt, saffron, unsalted butter, boiling water, sweet onion, cardamom pods, clove, cinnamon, basmati rice"
2868,indian,41150,"saffron threads, olive oil, spices, garlic, sweet paprika, chili, baking powder, peas, tamarind paste, rice flour, kosher salt, ground black pepper, ginger, chickpeas, cardamom, tumeric, coriander seeds, russet potatoes, cilantro leaves, cumin seed"
2869,indian,49596,"curry powder, bell pepper, garlic, cumin seed, cinnamon sticks, grape tomatoes, garam masala, crushed red pepper flakes, salt, green beans, onions, fresh ginger, seeds, curry, carrots, coconut milk, water, potatoes, button mushrooms, green chilies, mustard seeds, ground turmeric"
2870,indian,19244,"black pepper, almonds, scallions, cumin, sugar, olive oil, salt, greens, curry powder, boneless chicken breast, pearl couscous, mango, spinach, honey, golden raisins, lemon juice"
2871,indian,16221,"black peppercorns, fresh ginger, whole milk yoghurt, cinnamon, cilantro leaves, juice, ground turmeric, clove, crushed tomatoes, coriander seeds, bay leaves, garlic, cardamom pods, onions, fennel seeds, lime, garam masala, chili powder, lamb shoulder, cumin seed, basmati rice, kosher salt, mace, potatoes, star anise, green chilies, ghee"
2872,indian,33865,"water, extra-virgin olive oil, onions, curry leaves, garam masala, green chilies, saffron, cauliflower, garbanzo beans, salt, coriander, tomatoes, chili oil, sweet mustard"
2873,indian,7817,"tomato sauce, fresh ginger, ground cardamom, onions, curry powder, hot pepper, cinnamon sticks, ground cumin, ground cloves, vinegar, mustard seeds, boneless skinless chicken breast halves, olive oil, garlic cloves, fresh parsley"
2874,indian,38286,"carrots, green chilies, cilantro leaves, onions, oil"
2875,indian,18541,"coconut milk, vegetable oil, boneless skinless chicken breast halves, english cucumber, mango, shallots, curry paste"
2876,indian,26756,"tomatoes, sugar, bay leaves, paneer, green cardamom, garlic paste, ajwain, Himalayan salt, salt, oil, black peppercorns, red chili peppers, yoghurt, purple onion, brown cardamom, clove, tumeric, bell pepper, star anise, fenugreek seeds, cumin"
2877,indian,312,"cottage cheese, chili powder, salt"
2878,indian,38276,"boneless skinless chicken breasts, green peas, long-grain rice, curry powder, sliced carrots, all-purpose flour, chopped cilantro fresh, lime rind, ground red pepper, salt, fresh lime juice, fat free milk, vegetable oil, chopped onion"
2879,indian,8696,"saffron threads, vegetable oil, gram flour, granulated sugar, fresh lemon juice, water, all-purpose flour, yeast, color food orang, ground cardamom"
2880,indian,40166,"salt, oil, ground turmeric, red chili peppers, green chilies, mustard seeds, spinach, cubed potatoes, lemon juice, ground cumin, coriander powder, cumin seed, onions"
2881,indian,33040,"olive oil, tomato juice, garlic, fresh lemon juice, ground turmeric, pepper, chopped tomatoes, chili powder, ground coriander, onions, plain yogurt, fresh ginger, potatoes, salt, chopped cilantro, ground cumin, water, garam masala, paprika, cumin seed, boneless skinless chicken breast halves"
2882,indian,34231,"tortillas, greek yogurt, purple onion, tandoori paste, chicken breasts, red bell pepper, carrots, iceberg lettuce"
2883,indian,29076,"coconut, chili powder, gingerroot, chopped cilantro fresh, ground ginger, nonfat yogurt, salt, ground cardamom, clove, baking soda, vegetable oil, small red potato, serrano chile, water, finely chopped onion, all-purpose flour, cinnamon sticks"
2884,indian,26184,"lemon, garlic cloves, coriander, pepper, salt, onions, plain yogurt, paprika, ginger root, cumin, garam masala, cayenne pepper, chicken thighs"
2885,indian,41210,"water, cilantro leaves, onions, boneless chicken, lemon juice, flour, green chilies, masala, red chili peppers, salt, ghee"
2886,indian,21814,"garam masala, chickpeas, ground turmeric, chili powder, ginger root, coriander powder, garlic cloves, ground cumin, fresh tomatoes, salt, onions"
2887,indian,14788,"tomato paste, garam masala, arrowroot powder, coconut oil, ground black pepper, garlic, curry powder, chicken breasts, fine sea salt, full fat coconut milk, chili powder, onions"
2888,indian,43806,"cooking oil, mustard seeds, tomatoes, salt, dried red chile peppers, chile pepper, asafoetida powder, split black lentils, cilantro leaves, onions"
2889,indian,11918,"brown sugar, stewing beef, beef stock, garlic cloves, cumin, crushed tomatoes, ground black pepper, cayenne pepper, onions, tumeric, garam masala, salt, smoked paprika, fresh cilantro, lemon zest, oil, coriander"
2890,indian,36745,"ground cloves, yoghurt, rice, sirloin, water, currant, onions, ground ginger, minced garlic, vegetable oil, ground cayenne pepper, slivered almonds, curry powder, vegetable broth, ground cumin"
2891,indian,47126,"water, butternut squash, garlic cloves, black pepper, olive oil, yellow onion, greek yogurt, lower sodium chicken broth, honey, ground red pepper, carrots, kosher salt, garam masala, acorn squash, Madras curry powder"
2892,indian,49172,"mint leaves, oil, salt, wheat flour"
2893,indian,7762,"cream, chili powder, cumin seed, chaat masala, fenugreek leaves, garam masala, salt, jeera, tomatoes, milk, paneer, oil, ground turmeric, garlic paste, coriander powder, green chilies, onions"
2894,indian,40198,"red lentils, curry powder, garam masala, yoghurt, sea salt, cumin seed, fresh mint, tomato paste, honey, pumpkin, butter, coconut cream, carrots, rice bran, lime, ground black pepper, vegetable stock, garlic, waxy potatoes, onions, tumeric, fresh ginger, sweet potatoes, lemon, green chilies, mustard seeds"
2895,indian,31419,"dried currants, vegetable oil, mustard seeds, dried apricot, salt, water, red wine vinegar, sugar, peeled fresh ginger, garlic cloves"
2896,indian,46061,"curry powder, peas, puff pastry, eggs, vegetable oil, freshly ground pepper, caraway seeds, fresh cilantro, yellow onion, water, baking potatoes, carrots"
2897,indian,42891,"warm water, pappadams, fresh lime juice, honey, salt, seedless cucumber, baby spinach, vegetable oil, tamarind concentrate"
2898,indian,36303,"cream, chili powder, salt, tomatoes, lime juice, ginger, fresh coriander, butter, chicken pieces, sugar, garam masala, garlic"
2899,indian,44764,"low-fat sour cream, vegetable oil, onions, water, long grain brown rice, black pepper, salt, chopped cilantro fresh, dried lentils, curry powder, mustard seeds"
2900,indian,44252,"garlic paste, flour, oil, water, salt, sugar, butter, melted butter, dry yeast, all-purpose flour"
2901,indian,38827,"clove, cayenne, all-purpose flour, chicken thighs, fresh curry leaves, vegetable oil, cinnamon sticks, white vinegar, water, ginger, onions, black peppercorns, shallots, garlic cloves"
2902,indian,28224,"curry leaves, lemon, basmati rice, peanuts, green chilies, tumeric, salt, vegetable oil, mustard seeds"
2903,indian,26959,"green cardamom pods, basmati rice, vanilla extract, sugar, cinnamon sticks"
2904,indian,36980,"plain yogurt, salt, tomato paste, vinegar, water, chicken, sugar, vegetable oil"
2905,indian,12372,"tomatoes, vegetables, salt, hot water, coriander, clove, garlic paste, paprika, cumin seed, bay leaf, chicken, tomato paste, coriander seeds, cilantro, juice, onions, ginger paste, black peppercorns, jalapeno chilies, cardamom pods, cinnamon sticks, ground turmeric"
2906,indian,2287,"ice cubes, yoghurt, sugar, mango"
2907,indian,36143,"olive oil, ginger, ground cardamom, ground cumin, ground cloves, ground black pepper, salt, onions, ground nutmeg, garlic, cinnamon sticks, crushed tomatoes, bay leaves, skinless chicken thighs, ground turmeric"
2908,indian,5467,"ground cardamom, honey, mango, milk, vanilla yogurt, yoghurt"
2909,indian,1810,"nonfat dry milk powder, white sugar, water, cumin seed, star anise, coffee granules, cinnamon sticks"
2910,indian,49594,"ground ginger, chili powder, cardamom pods, sugar, salt, plain low-fat yogurt, cinnamon, tumeric, chicken drumsticks"
2911,indian,1911,"sugar, salt, cumin seed, cracked black pepper, chickpeas, rice flour, coriander powder, cilantro leaves, oil, asafoetida, ginger, green chilies, onions"
2912,indian,18140,"jalapeno chilies, lemon pepper, plain yogurt, salt, chopped cilantro fresh, sweet onion, cumin seed, cilantro sprigs, cucumber"
2913,indian,18492,"kosher salt, garlic, black mustard seeds, canola oil, curry leaves, ginger, fenugreek seeds, frozen peas, yukon gold potatoes, yellow onion, chopped cilantro, asafoetida, thai chile, ground coriander, ground turmeric"
2914,indian,39569,"clove, water, chili powder, salt, cardamom, cashew nuts, tomatoes, coriander powder, poppy seeds, curds, ghee, ground turmeric, pepper, fenugreek, garlic, oil, onions, fish, mustard, coconut, cinnamon, green chilies, lemon juice, basmati rice"
2915,indian,24874,"mint, star anise, rice, lemon juice, shahi jeera, mace, salt, green chilies, bay leaf, water, garlic, green cardamom, cinnamon sticks, clove, ginger, cilantro leaves, oil, onions"
2916,indian,11260,"plain yogurt, potatoes, ground coriander, chopped cilantro fresh, garbanzo beans, purple onion, potato chips, ground cumin, ground black pepper, salt, chutney, fresh ginger, chili powder, rock salt, wheat crackers"
2917,indian,30962,"ravva, curds, seeds, flour, wheat flour, salt"
2918,indian,22970,"red chili powder, salt, greek yogurt, large shrimp, tumeric, yellow onion, chopped cilantro, minced garlic, rice, cashew nuts, minced ginger, flavored oil, plum tomatoes"
2919,indian,4598,"fresh ginger root, ground red pepper, mustard seeds, chopped cilantro fresh, fresh curry leaves, cooking oil, salt, dried red chile peppers, chickpea flour, split black lentils, chile pepper, asafoetida powder, ground turmeric, water, potatoes, cumin seed, fresh lime juice"
2920,indian,40049,"baby spinach leaves, yoghurt, fenugreek seeds, tumeric, olive oil, paneer, red chili peppers, coriander seeds, salt, fennel seeds, black pepper, seeds, asafetida"
2921,indian,1958,"fennel seeds, ground black pepper, ginger, bay leaf, red lentils, cooked brown rice, diced tomatoes, garlic cloves, tumeric, sea salt, cumin seed, onions, green cardamom pods, water, cilantro, fresh lemon juice"
2922,indian,43029,"chile powder, date sugar, tamarind, cumin seed, anise seed, salt, coriander seeds, hot water"
2923,indian,32030,"lemon juice, whole milk"
2924,indian,25573,"eggs, yellow onion, vegetable oil, greens, kosher salt, chillies, tomatoes, cilantro leaves"
2925,indian,2602,"pepper, masala, vegetables, salt, olive oil"
2926,indian,16559,"olive oil, onions, sliced almonds, fresh ginger root, eggplant, coriander, curry powder, greek yogurt"
2927,indian,25748,"dried chickpeas, coconut, black mustard seeds, curry leaves, green chilies, salt"
2928,indian,26387,"tomato sauce, ginger, ground coriander, plain yogurt, salt, ground cumin, chiles, garlic, ghee, frozen chopped spinach, garam masala, yellow onion"
2929,indian,9932,"garlic paste, garam masala, salt, fennel seeds, pepper, shallots, cumin, boneless chicken thighs, cassia cinnamon, ghee, curry leaves, honey, chili powder"
2930,indian,21624,"red chili peppers, fresh coriander, fresh ginger, finely chopped onion, chicken breasts, garlic, ground almonds, ginger root, onions, chicken, tumeric, plain yogurt, coconut, garam masala, yoghurt, apples, skinless chicken breasts, lemon juice, curry paste, basmati rice, sultana, pepper, olive oil, ground black pepper, spring onions, cornflour, rice, low-fat natural yogurt, ghee, ground turmeric, black pepper, water, bananas, dried apricot, vegetable oil, salt, garlic cloves, coconut milk, coriander, ground cumin"
2931,indian,36370,"eggs, active dry yeast, white sugar, minced garlic, butter, warm water, garam masala, bread flour, milk, salt"
2932,indian,36734,"garlic paste, garam masala, salt, cashew nuts, fresh coriander, chili powder, oil, ground cumin, cream, fenugreek, green chilies, chicken, tomatoes, water, butter, onions"
2933,indian,31898,"sugar, curds, rose water, saffron, water, ground cardamom, cold water, whole milk"
2934,indian,15393,"chat masala, grated coconut, potatoes, cilantro, salt, green chilies, corn starch, ground cumin, ajwain, garam masala, chili powder, kasuri methi, all-purpose flour, oil, coriander, sugar, water, mint leaves, ginger, cilantro leaves, cumin seed, jeera, tomatoes, black pepper, fresh peas, dates, garlic, tamarind paste, lemon juice, ground turmeric"
2935,indian,24134,"milk, lemon juice, salt"
2936,indian,44328,"fresh peas, ginger, all-purpose flour, lemon juice, water, mint leaves, salt, cumin seed, coriander, garam masala, chili powder, cilantro leaves, oil, ground turmeric, potatoes, garlic, green chilies, corn starch"
2937,indian,44595,"tumeric, Biryani Masala, salt, brown cardamom, lemon juice, peppercorns, red chili powder, milk, yoghurt, rice, oil, bay leaf, saffron, clove, water, mint leaves, cilantro leaves, green chilies, cinnamon sticks, shahi jeera, garlic paste, mace, sunflower oil, green cardamom, ground cardamom, onions, chicken"
2938,indian,32243,"tomatoes, baby spinach leaves, cooking spray, salt, onions, sugar, ground black pepper, light coconut milk, garlic cloves, chiles, garam masala, ginger, chickpeas, neutral oil, fresh cheese, chili powder, cilantro leaves"
2939,indian,3135,"garlic paste, red food coloring, lemon juice, chicken legs, amchur, salt, ground cumin, tandoori spices, kasuri methi, chaat masala, red chili powder, garam masala, curds"
2940,indian,11157,"sugar, cilantro, salt, onions, fenugreek leaves, whole peeled tomatoes, garlic, green chilies, ground cumin, garam masala, ginger, fenugreek seeds, cashew nuts, red chili powder, butter, paneer, oil"
2941,indian,26060,"fresh ginger, garlic, onions, tumeric, red pepper flakes, ground coriander, cooking oil, salt, ground cumin, water, sirloin steak, chopped cilantro"
2942,indian,17235,"fennel seeds, extra-virgin olive oil, serrano chile, kosher salt, mustard powder, salmon fillets, cayenne pepper, ground turmeric, brown mustard seeds, cumin seed"
2943,indian,20989,"anise seed, fresh ginger root, poppy seeds, cumin seed, olive oil, chili powder, cilantro, dried red chile peppers, shredded coconut, tamarind pulp, chicken meat, ground cardamom, coriander seeds, chile pepper, garlic, onions"
2944,indian,2219,"mint sprigs, sugar, fresh mint, gingerroot, water, mango"
2945,indian,38076,"red chili powder, black sesame seeds, vegetable oil, red bell pepper, fresh ginger, chicken breasts, garlic, cashew nuts, coriander powder, shallots, salt, ground cumin, curry powder, baby kale, ponzu, coconut milk"
2946,indian,48048,"clove, chopped tomatoes, oil, cumin, red chili powder, salt, onions, ginger paste, curry leaves, garam masala, cinnamon sticks, chicken, tumeric, green cardamom, peppercorns"
2947,indian,21601,"plain yogurt, ground chicken breast, salt, cumin, unseasoned breadcrumbs, fresh ginger, paprika, garlic cloves, eggs, olive oil, lemon, cayenne pepper, tumeric, lemon wedge, cilantro, coriander"
2948,indian,28244,"cayenne, fresh lemon juice, curry powder, salt, cauliflower, florets, olive oil, cilantro leaves"
2949,indian,23599,"fat free yogurt, brown mustard seeds, cumin seed, basmati rice, curry powder, cauliflower florets, onions, water, diced tomatoes, garlic cloves, canola oil, fresh ginger, salt, chopped cilantro fresh"
2950,indian,8849,"chopped tomatoes, maida flour, chutney, ajwain, potatoes, curds, chaat masala, red chili powder, garbanzo beans, salt, onions, water, baking powder, oil"
2951,indian,48087,"ground cinnamon, fresh lime, coarse salt, skinless chicken thighs, tumeric, ground black pepper, garlic, boiling water, chicken legs, fresh ginger, paprika, saffron powder, saffron threads, plain yogurt, chili powder, ground coriander, ground cumin"
2952,indian,33757,"fresh ginger, extra-virgin olive oil, salt, mustard powder, ghee, ground cumin, ground cloves, lamb stew meat, canned tomatoes, low sodium chicken stock, coconut milk, frozen peas, marsala wine, coriander powder, garlic, cayenne pepper, carrots, onions, pepper, hot pepper, white wine vinegar, cubed potatoes, chopped cilantro, ground turmeric"
2953,indian,37224,"salt, ground cumin, potatoes, onions, tomatoes, cayenne pepper, vegetable oil, ground turmeric"
2954,indian,20585,"sugar, ground cardamom, sesame seeds, milk, powdered milk"
2955,indian,41293,"cooked rice, coriander seeds, cilantro, yellow onion, tamarind concentrate, minced ginger, whole peeled tomatoes, garlic, cumin seed, canola oil, kosher salt, garam masala, chile de arbol, chickpeas, ground turmeric, green cardamom pods, amchur, cinnamon, hot sauce, fresh lemon juice"
